2010	synergic use	ontological framework	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	synergic use	semantic approach	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	synergic use	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	synergic use	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	ontological framework	semantic approach	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	ontological framework	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	ontological framework	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	semantic approach	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	semantic approach	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2010	business scenario	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2015	language model	experiment	{'029d50e7819ac7653d99cf9e53ae1694b71e975f': 2, '446e1fc361c7b23c398152c7cb4f852d1f066493': 2}
2013	minimally trained algorithm	syndromic surveillance	{'2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2}
2009	complex networks	05.45.xt	{'618443e63001a18063f0a96f6cbfdf02b90f0608': 2}
2009	complex networks	05.45.gg	{'618443e63001a18063f0a96f6cbfdf02b90f0608': 2}
1989	press agency releases	coverage morphosyntactic analyzer	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	press agency releases	selectional restriction rules	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	press agency releases	large sample	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	press agency releases	semantic interpretation types	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	coverage morphosyntactic analyzer	selectional restriction rules	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	coverage morphosyntactic analyzer	large sample	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	coverage morphosyntactic analyzer	semantic interpretation types	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	selectional restriction rules	large sample	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	selectional restriction rules	semantic interpretation types	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
1989	large sample	semantic interpretation types	{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2}
2008	query server accesses	specified products	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	crawler program	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	scored web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	criteria according	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	locate pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	responsive web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	query server accesses	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	crawler program	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	scored web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	criteria according	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	locate pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	responsive web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	specified products	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	scored web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	criteria according	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	locate pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	responsive web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	crawler program	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	criteria according	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	locate pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	responsive web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored web pages	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	locate pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	responsive web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	criteria according	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	responsive web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locate pages	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	s search query	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	responsive web pages	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	s search query	product offering	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	s search query	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	s search query	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	s search query	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	s search query	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	s search query	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	product offering	scored based	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	product offering	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	product offering	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	product offering	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	product offering	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored based	search engine	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored based	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored based	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	scored based	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	search engine	web pages located	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	search engine	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	search engine	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	web pages located	locating web pages	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	web pages located	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2008	locating web pages	assists users	{'531a68c6fcd4ca6541f76cea0536fefcf7db470f': 2}
2017	actuator faults	markov process	{'3de66a2317f3d577e02541d43ba989464cdf404c': 2}
2011	numerical analysis	hopfield network	{'ecf7ddbfa0c7603a46b9dccb1c0adcf60d2dcc2b': 2, '2d9275ece979d2e189f689679f32500edff003f9': 2}
2011	numerical analysis	lyapunov fractal	{'ecf7ddbfa0c7603a46b9dccb1c0adcf60d2dcc2b': 3, '2d9275ece979d2e189f689679f32500edff003f9': 3, '45ceab6f78941565533683e0d4fb3f60f8483681': 2, '06c97d695b3d42f6e824b7c2754fec96e7db4b35': 2}
2016	interval arithmetic	nonlinear system	{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2011	evolutionary algorithm	experiment	{'e1ecea7998ab4c68918f18fdf64c84916c078b37': 2, '5003254a139570883b10bbaa7ca34128c77d4c89': 2}
2005	global exponential stability	discrete-time	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2013	agents differed	consensus problem	{'5983251f43f616abf886a388235f2c8cf00c42ce': 2}
2013	agents differed	time heterogeneous multi	{'5983251f43f616abf886a388235f2c8cf00c42ce': 2}
2013	consensus problem	time heterogeneous multi	{'5983251f43f616abf886a388235f2c8cf00c42ce': 2}
2009	data mining 	evolutionary algorithm	{'3b9149982dfa29ed68294bf4d1bd30230916b705': 2}
2016	marc g. bellemare	artificial neural network	{'f3577d207b1dcd11c50a8035875f4842e009b3e2': 2}
2016	marc g. bellemare	atari	{'f3577d207b1dcd11c50a8035875f4842e009b3e2': 2}
2016	marc g. bellemare	algorithm	{'f3577d207b1dcd11c50a8035875f4842e009b3e2': 2}
2016	artificial neural network	atari	{'f3577d207b1dcd11c50a8035875f4842e009b3e2': 2}
2016	atari	algorithm	{'f3577d207b1dcd11c50a8035875f4842e009b3e2': 2}
2001	filtering	bayesian methods	{'059aa865f5a5c8cf7851f2561c04c226e694f0cf': 2, 'f244cb690f7148f01bc6f3ce7ae1e90be91440af': 2}
2001	bayesian methods	signal processing	{'059aa865f5a5c8cf7851f2561c04c226e694f0cf': 2, 'f244cb690f7148f01bc6f3ce7ae1e90be91440af': 2}
2015	metadata	recommender system	{'7e340743a22c655d0b2a60b918a146f482c262d8': 2, '47419746579b920205b5143a690193601fddd832': 2}
2015	metadata	collaborative filtering	{'7e340743a22c655d0b2a60b918a146f482c262d8': 2, '47419746579b920205b5143a690193601fddd832': 2}
2007	human colon	endoscopic technique	{'7f4ad569ef1b424eed560a43df6ce11cd8dcc6e4': 2, '1ed91a71228d41982bc327de50981a870a933281': 2}
2017	inference	mathematical optimization	{'83af7fd870709b2f1af20091900ea5bce929ec59': 2, '25dc7d8722f0ac7eaf6f5fb438af7d07c8f93405': 2}
2005	ontology building	semantic web	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	usable methodologies	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	aware version	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	world wide web	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	making available large	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	methods proposed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	ontology building	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	usable methodologies	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	aware version	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	world wide web	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	making available large	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	methods proposed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	semantic web	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	usable methodologies	aware version	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	usable methodologies	world wide web	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	usable methodologies	making available large	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	usable methodologies	methods proposed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	usable methodologies	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	usable methodologies	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	aware version	world wide web	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	aware version	making available large	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	aware version	methods proposed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	aware version	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	aware version	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	world wide web	making available large	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	world wide web	methods proposed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	world wide web	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	world wide web	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	making available large	methods proposed	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	making available large	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	making available large	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	methods proposed	knowledge representation	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	methods proposed	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2005	knowledge representation	widely used standards	{'d192cd2fda3537732736730eb04cb3225e4d6df6': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
2014	cuckoo search	mathematical optimization	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
2018	network packet	cognitive radio	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2, '633a3b1a4768e22eeea4dacbfb58abcb43b28ca1': 2}
2018	network packet	bit error rate	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2018	network packet	machine learning	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2018	network packet	reinforcement learning	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2018	cognitive radio	bit error rate	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2018	cognitive radio	machine learning	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2018	bit error rate	machine learning	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2018	bit error rate	reinforcement learning	{'f21232ee120ba54d6ca36a933a02f667c0589524': 2, 'a25a015881b91c5b8ca930ff14f43f08ad35c041': 2}
2015	database	algorithm	{'98b4b1ab436fec259949049e28db0f60faaac882': 2}
2008	concept lattice 	domain ontology 	{'8502e7881163cd0b8c2d7749eacf64c6b3afc381': 2}
2008	concept lattice 	description logic 	{'8502e7881163cd0b8c2d7749eacf64c6b3afc381': 2}
2008	concept lattice 	formal context 	{'8502e7881163cd0b8c2d7749eacf64c6b3afc381': 2}
2008	domain ontology 	formal context 	{'8502e7881163cd0b8c2d7749eacf64c6b3afc381': 2}
2008	description logic 	formal context 	{'8502e7881163cd0b8c2d7749eacf64c6b3afc381': 2}
2003	scheduling (computing)	monte carlo method	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2003	scheduling (computing)	grid computing	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2003	scheduling (computing)	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2003	monte carlo method	grid computing	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2003	monte carlo method	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2003	grid computing	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	random number generation	linear congruential generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	random number generation	pseudorandom number generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	random number generation	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	parallel computing	linear congruential generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	parallel computing	pseudorandom number generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	parallel computing	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	monte carlo method	linear congruential generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	monte carlo method	pseudorandom number generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	monte carlo method	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	linear congruential generator	pseudorandom number generator	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	linear congruential generator	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2004	pseudorandom number generator	computation	{'b2bb40bc2a58a69a304cda6861a602095762de28': 2}
2015	dynamic programming	approximation algorithm	{'8a007601dbdf779d9423c0575292116f50ef4667': 2}
2015	approximation algorithm	optimal control	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
2015	synchronization (computer science)	lyapunov fractal	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2013	convex optimization	algorithm	{'e0621693afc390f83a76354e0aa702f433857ce6': 2, '98696e7a1f9450a4e10c0f71f9ac4901ec2987e7': 2}
2015	lyapunov fractal	feedback	{'26534928df253eb32ca504074f33260efce76086': 2}
2006	numerical analysis	linear matrix inequality	{'e0ea07db79e7b241da31021fbb893a30feaafd47': 2}
2006	numerical analysis	lyapunov fractal	{'e0ea07db79e7b241da31021fbb893a30feaafd47': 2}
2015	numerical analysis	correctness (computer science)	{'ecf7ddbfa0c7603a46b9dccb1c0adcf60d2dcc2b': 2}
2014	mathematical optimization	rate of convergence	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2014	rate of convergence	evolutionary algorithm	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
2017	cognitive radio	algorithm	{'26357af009d523fa9dd38f7292445097b0b1f984': 2}
2014	freebase	knowledge graph	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
2014	freebase	experiment	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
2014	knowledge graph	entity	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
2014	knowledge graph	experiment	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
2014	entity	experiment	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
2012	mathematical optimization	expectation–maximization algorithm	{'b0a507d7be2071338900b44c6b6e103c625fb242': 2}
2012	mathematical optimization	experiment	{'2683a2090db2d79123941d007ed0096d750a7eee': 2}
2017	particle swarm optimization	simulation	{'83af7fd870709b2f1af20091900ea5bce929ec59': 2, '25dc7d8722f0ac7eaf6f5fb438af7d07c8f93405': 2}
2017	mathematical optimization	multi-objective optimization	{'58fc5d7e64ed2c4b20f87972f55ee05ef21d254d': 2}
2017	particle swarm optimization	two-factors second-order fuzzy-trend logical relationship groups	{'d14207b36c993c6c8b711f1bd9da315299beddff': 2}
2014	risk evaluation	failure mode and effects analysis	{'7dd31741bcc78fdcb04c64d7e9421445358a42f4': 2}
2007	lasalle invariance principle	mean square asymptotic stability	{'cb67825d32b4e18b804c44a35f3334f9d5e293e1': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2004	digital images	rapid growth	{'5be2dbe8c0b70a44c9a0a7a20d4c7580adc662e6': 2, '9f9dc3a6290ef3e7cf9ecce44b6a130a114380af': 2, '023ea99bab22cd99618a1b7323ef79b332080d56': 2, 'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2}
2004	digital images	efficient method	{'5be2dbe8c0b70a44c9a0a7a20d4c7580adc662e6': 2, '9f9dc3a6290ef3e7cf9ecce44b6a130a114380af': 2, '023ea99bab22cd99618a1b7323ef79b332080d56': 2, 'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2}
2004	digital images	increasing demand	{'5be2dbe8c0b70a44c9a0a7a20d4c7580adc662e6': 2, '9f9dc3a6290ef3e7cf9ecce44b6a130a114380af': 2, '023ea99bab22cd99618a1b7323ef79b332080d56': 2, 'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2}
